ClusterSize,diff
6,83.05084746
6,79.45205479
6,91.52542373
6,93.65079365
6,82.9787234
6,92.45283019
1,62.21621622
3,40.74074074
3,40.42715484
3,30.66666667
1,46.59090909
1,55.17241379
1,94.68085106
4,53.10595406
4,30.09259259
4,49.07216495
4,33.5600907
2,31.03448276
2,31.14754098
1,43.26086957
1,42.5
1,48.14814815
1,60.08764811
1,43.47826087
6,56.79012346
6,50.84745763
6,44.44444444
6,62.71186441
6,47.39495798
6,41.81818182
2,45.12195122
2,46.55172414
11,79.54545455
11,30
11,74.11764706
11,74.46808511
11,36
11,70.23809524
11,64.1187926
11,77.92207792
11,81.03448276
11,30.98591549
11,33.33333333
1,47.05882353
3,33.33333333
3,29.87012987
3,29.26829268
2,83.83838384
2,86.15384615
1,84.74898236
1,52.41269841
1,93.04591049
4,92.68292683
4,90.24390244
4,96.42857143
4,77.19298246
4,89.00933454
4,75.20525452
4,84.90721649
4,81.06150207
1,38.96103896
2,93.95432154
2,89.46399345
1,70.1951952
2,33.33333333
2,38.63636364
2,70.18008475
2,69.88018947
1,74
2,80.23255814
2,77.63157895
2,26.5625
2,37.93103448
1,63.81208997
1,51.66666667
1,63.86363636
1,89.04109589
1,83.82497542
2,44.11764706
2,53.22580645
2,61.84062851
2,72.78562259
2,64.72022956
2,67.43156669
1,64.22813874
10,80.02943031
10,71.90106414
10,69.31424613
10,73.7012987
10,55.53482587
10,66.27906977
10,51.81704261
10,65.33406353
10,57.36842105
10,64.77272727
1,81.01265823
9,89.88764045
9,86.81318681
9,81.44329897
9,92.2496858
9,89.45005612
9,85.98404255
9,89.20769764
9,90.64264003
9,92.81083143
3,89.20056101
3,91.2962963
3,94.38344595
2,94.64380649
2,94.44837341
6,88.67270789
6,88.85875706
6,91.88453159
6,73.65708085
6,92.57142857
6,50.69398546
1,42
8,52.83159463
8,91.72491971
8,29.69824293
8,90
8,73.33333333
8,64.62339744
8,77.77777778
8,70.68896052
3,91.55890805
3,88.67872807
3,92.13483146
2,88.7361992
2,82.12851406
4,76.8351214
4,93.99789861
4,87.06404566
4,79.0685505
1,85.71428571
4,85.96491228
4,74.44178628
4,92.90533633
4,91.66666667
1,100
1,82.06018519
2,88.04112554
2,95.38461538
2,79.41176471
2,35.03703704
1,80.53651267
4,94.70613656
4,96.2962963
4,87.26035869
4,90.77441077
1,96.875
2,92.78126509
2,90.25821596
2,75
2,90.40843656
6,60.14035088
6,73.58208955
6,71.14624506
6,73.03247111
6,78.13852814
6,68.27876984
6,68.08510638
6,82.27408143
6,72.91666667
6,73.9747095
6,77.87330317
6,73.4375
7,83.33333333
7,86.79245283
7,89.83050847
7,86.16393443
7,93.05555556
7,69.46731235
7,82.78290432
1,59.42028986
1,39.28571429
1,76.00919775
1,60.8403148
2,90
2,78.37837838
1,88.0952381
1,89.13043478
1,90
1,66.39683735
1,39.86128111
1,86.76470588
2,89.18918919
2,91.39784946
4,50.70422535
4,76.92307692
4,68.91891892
4,55.88235294
6,51.85185185
6,48.27586207
6,66.66666667
6,90.32258065
6,91.22807018
6,25.53191489
1,59.70149254
3,87.03703704
3,74.46808511
3,30.23255814
4,57
4,85
4,61.9047619
4,65.38461538
2,80.85106383
2,64.58333333
2,69.41176471
2,31.91489362
1,88.88888889
1,84.61538462
1,26.66666667
1,89.28571429
5,29.62962963
5,42.85714286
5,54.16666667
5,60
5,62.74509804
1,55.81395349
2,37.73584906
2,52.17391304
4,42.85714286
4,41.66666667
4,27.53623188
4,32.89473684
1,94.11764706
2,33.33333333
2,33.33333333
1,100
1,92.65284702
1,29.48717949
2,26.66666667
2,26.5625
1,52.35690236
1,44.15584416
2,34.83146067
2,27.27272727
2,28.26086957
2,31.50684932
1,69
2,58.33333333
2,58.10081008
2,58.09109979
2,58.33333333
2,30.55555556
2,42.04545455
2,40.27777778
2,40.47619048
1,38.70967742
8,54.79452055
8,57.77777778
8,58.44155844
8,59.5505618
8,60.49382716
8,57.60869565
8,59.03614458
8,54.94505495
5,37.5
5,32.96703297
5,38.33333333
5,35.71428571
5,30.33707865
1,92.72727273
1,32.60869565
3,47.5
3,45.71428571
3,45.71428571
1,81.66939444
1,86.18618619
1,43.49343186
1,49.13793103
1,26.47058824
4,72.72727273
4,64.21052632
4,72.89719626
4,62.5
1,41.17647059
1,100
1,59.38104449
2,31.91609977
2,25.53191489
12,78.05860806
12,79.60927961
12,73.26460481
12,73.29161452
12,80.85106383
12,71.83098592
12,63.04347826
12,78.72340426
12,71.83098592
12,82.22222222
12,72.22222222
1,65.99383235
12,83.33333333
4,65.63573883
4,72.72727273
4,64
4,64.42307692
2,65.11627907
2,51.28205128
1,66.60561661
2,32.24240245
2,59.70588235
1,31.62954502
2,46.74674675
2,97.36842105
1,95.83333333
1,26.66666667
1,31.73883162
1,30.18292683
1,94.63013699
1,28.30188679
1,30.77324974
1,26.47058824
2,28.78787879
2,31.14754098
2,95.25641026
2,94.67575534
1,47.99407115
1,96.36363636
1,70.73593074
1,34.11764706
4,27.94117647
4,37.14285714
4,39.7260274
4,60.25641026
2,65.78947368
2,78.31325301
1,33.33333333
1,82.35294118
1,36
3,39.64349376
3,47.33990148
3,62.74725275
1,33.33333333
1,42.3537234
1,82.35294118
2,35.18518519
2,38.46153846
1,92.30769231
1,93.93939394
2,87.79761905
2,95.34883721
1,80.22914219
1,30.76923077
1,77.90570175
1,36.36363636
2,69.59930314
2,56.37786871
2,48.16602317
2,48.97007384
1,37.80687398
1,26.02739726
3,32.0754717
3,69.76744186
3,36.93693694
2,46.15384615
2,35.9375
1,46.23655914
2,89.6810022
2,94.56654457
2,86.36363636
2,85.44067797
2,89.09090909
2,90.90909091
1,49.15254237
2,41.57303371
2,42.97573436
1,58.03571429
2,48.71794872
2,39.77272727
8,43.65079365
8,27.73109244
8,91.25776398
8,52.38095238
8,78.05330634
8,84.69387755
8,73.80952381
8,82.95454545
1,85.15625
25,84.3537415
25,75.75757576
25,81.81818182
25,45.10869565
25,47.72727273
25,37.6344086
25,36.84210526
25,94.65240642
25,95
25,64.1509434
25,58.18181818
25,53.57142857
25,47.76119403
25,67.82608696
25,69.11764706
25,47.47474747
25,54.67980296
25,95.56650246
25,94.53125
25,57.0754717
25,51.18110236
25,32.8
25,75.3968254
25,28.20512821
25,88.95027624
12,76.5060241
12,57.27272727
12,88.95027624
12,93.81443299
12,94.35028249
12,61.2244898
12,93.29896907
12,94.62365591
12,86.95652174
12,33.16062176
12,97.51243781
12,94.79166667
8,65.83850932
8,94.33962264
8,96.55172414
8,95.58823529
8,96.55172414
8,94.02985075
8,86.73469388
8,48.35164835
6,60.36036036
6,27.52293578
6,93.42105263
6,97.2972973
6,76.96932007
6,80.64954052
1,84.48275862
19,75.2293578
19,68.88888889
19,90.32258065
19,95.38461538
19,96
19,95.03546099
19,84.50704225
19,89.51612903
19,77.63157895
19,37.20930233
19,36
19,26.76056338
19,41.02564103
19,79.40350579
19,83.56164384
19,90.83550391
19,66.10169492
19,67.44186047
19,41.37931034
18,96.66666667
18,87.3015873
18,40.35087719
18,41.42857143
18,79.45205479
18,64.86486486
18,97.36842105
18,92.40506329
18,89.53488372
18,86.25
18,86.45833333
18,75.58139535
18,78.18181818
18,78.78787879
18,76.42276423
18,58.33333333
18,82.0754717
18,90.47619048
3,25.33333333
3,78.75
3,77.41935484
2,26
2,69.42008487
5,59.09090909
5,50.68493151
5,77.77777778
5,78.08219178
5,34.21052632
2,67.56756757
2,66.99029126
1,78.94736842
1,65.2173913
2,25.51074656
2,25.3968254
1,29.76190476
1,34.84848485
6,86.44067797
6,89.53488372
6,87.01973001
6,89.18918919
6,93.10344828
1,25.84033613
6,91.42857143
2,82.64626463
2,74.89481066
3,91.563147
3,85.79734219
3,77.80568407
2,59.42028986
2,91.04477612
2,40
2,41.55844156
3,50.58823529
3,45.36082474
3,45
1,54.34904079
6,79.00579151
6,93.30016584
6,72.54801536
6,89.83375959
6,82.78116827
6,32.51961639
1,56.41025641
1,63.79310345
2,44.44444444
2,51.30434783
1,45.65217391
1,28.30188679
2,38.0952381
2,40.67656766
1,41.50943396
1,42.64705882
2,29.62962963
2,28.35820896
1,26.87096774
2,28.44036697
2,25.89285714
1,57.57575758
2,45.45454545
2,54.68736063
1,29.68936679
4,40.625
4,35.55555556
4,45.90163934
4,38.88888889
2,38.80597015
2,37.5
2,40.06916996
2,47.61904762
2,34.34168443
2,41.36752137
2,40.14336918
2,43.56473513
3,48.0952381
3,43.90097073
3,58.18681319
4,43.03703704
4,54.08794229
4,41.26948441
4,61.18421053
1,52.78147901
1,56.36363636
1,39.68786709
1,55.08474576
2,47.36842105
2,46.95652174
2,32.43243243
2,26.19047619
1,30
2,32.43243243
2,39.50617284
2,47.15413378
2,49.43820225
2,43.22852865
2,36.7816092
1,35.29411765
1,30.50847458
2,38.23529412
2,43.66394697
1,28.39506173
2,93.38235294
2,86.41975309
2,47.5
2,32.14285714
11,27.77777778
11,27.77777778
11,26.31578947
11,33.33333333
11,41.17647059
11,77.77777778
11,27.27272727
11,45
11,31.57894737
11,55.55555556
11,38.88888889
2,88.31168831
2,90.07246377
1,41.66666667
3,50
3,62.5
3,88.88888889
20,84.21052632
20,97.77777778
20,97.87234043
20,64
20,91.4893617
20,87.75510204
20,52.08333333
20,100
20,92.45283019
20,84.90566038
20,98.07692308
20,96.22641509
20,97.91666667
20,95
20,97.22222222
20,95.65217391
20,94.11764706
20,95.83333333
20,94.73684211
20,25.71428571
10,43.47826087
10,100
10,100
10,65.2173913
10,95.65217391
10,92.10526316
10,95
10,57.77777778
10,54.05405405
10,92.5
1,50
1,53.84615385
15,37.93103448
15,40
15,59.09090909
15,94.11764706
15,94.11764706
15,94.11764706
15,87.5
15,93.18181818
15,81.25
15,93.75
15,68.75
15,100
15,56.25
15,100
15,94.44444444
19,65.2173913
19,95.65217391
19,95.65217391
19,64
19,88
19,92.59259259
19,77.41935484
19,100
19,92.85714286
19,66.66666667
19,40.74074074
19,26.92307692
19,76.92307692
19,38.46153846
19,92.30769231
19,100
19,44.44444444
19,100
19,52.38095238
17,85.18518519
17,90.47619048
17,91.30434783
17,26.92307692
17,72
17,96.15384615
17,76
17,78.26086957
17,95.83333333
17,100
17,38.46153846
17,96.42857143
17,62.06896552
17,55.17241379
17,74.07407407
17,79.16666667
17,91.30434783
6,25.71428571
6,80
6,90
6,75.86206897
6,57.14285714
6,34.48275862
1,39.13043478
3,36.36363636
3,58.82352941
3,97.22222222
1,93.33333333
1,100
2,97.5
2,100
1,42.85714286
1,36.08247423
1,35.10273973
6,40.54054054
6,48.75
6,34.7826087
6,43.75
6,47.61904762
6,56.79012346
16,96.96969697
16,90.32258065
16,32.5
16,39.3442623
16,85.71428571
16,82.8125
16,79.31034483
16,58.73015873
16,80
16,92.64705882
16,34.7826087
16,35.61643836
16,77.46478873
16,35
16,31.25
16,50.64935065
15,81.66666667
15,100
15,94.44444444
15,67.74193548
15,70.45454545
15,79.45205479
15,94.28571429
15,91.89189189
15,86.11111111
15,80
15,80
15,93.24324324
15,52.72727273
15,90
15,95.89041096
9,68.42105263
9,61.9047619
9,84.61538462
9,85.71428571
9,50
9,63.63636364
9,100
9,41.66666667
9,96.96969697
2,83.33333333
2,91.83673469
4,61.70212766
4,85.71428571
4,34.61538462
4,93.33333333
1,33.33333333
1,77.21518987
6,31.42857143
6,29.62962963
6,46.15384615
6,80.95238095
6,71.73913043
6,43.75
2,98.57142857
2,75.78947368
11,43.58974359
11,84.61538462
11,82.92682927
11,65.90909091
11,62.79069767
11,90.90909091
11,95.65217391
11,96.0031348
11,29.54545455
11,30.95238095
11,87.87878788
6,33.33333333
6,51.28205128
6,89.74358974
6,51.2195122
6,88.0952381
6,100
2,83.33333333
2,86.04651163
1,87.5
2,87.09677419
2,90.47619048
3,92.06349206
3,31.03448276
3,90.47619048
1,95.23809524
7,77.77777778
7,81.25
7,54.76190476
7,92.85714286
7,63.82978723
7,100
7,100
6,92
6,78.78787879
6,92.30769231
6,54.54545455
6,32.60869565
6,91.11111111
10,33.33333333
10,70
10,41.93548387
10,53.33333333
10,25.80645161
10,40
10,42.5
10,31.70731707
10,40
10,50.90909091
1,55.33333333
1,43.56366676
2,42.09521011
2,61.9425548
5,61.72839506
5,29.21348315
5,80.47583484
5,36
5,38.46705513
2,31.81818182
2,51.55776458
1,46.70561506
2,57.4025974
2,50.19493177
1,37.03703704
1,33.9588641
2,61.32872504
2,50.89301987
1,82.53502223
2,38.23529412
2,32.53012048
2,87.5
2,95.65217391
1,28.53725222
4,42.22222222
4,32.72727273
4,42.5
4,35.18518519
2,53.22580645
2,63.60877684
2,88.56055802
2,92.98245614
1,94.82758621
1,40.24701439
3,26.72268908
3,77.77777778
3,81.44329897
1,87.47086247
1,90.89134678
1,31.48148148
2,66.76166192
2,72.18390805
2,90.19607843
2,90.625
1,100
1,61.95918367
1,33.07017544
1,78.86363636
1,84.81012658
1,95.93200917
2,73.09868008
2,79.51807229
2,51.06382979
2,52.8
23,85.32267276
23,77.14285714
23,46.875
23,71.42857143
23,83.07079799
23,82.9787234
23,30.50847458
23,95.52238806
23,93.44262295
23,90.90909091
23,90
23,97.17054264
23,93.5483871
23,90
23,83.34956183
23,95.25302284
23,87.80487805
23,91.97033898
23,93.51179673
23,88.37209302
23,77.35849057
23,79.59183673
23,66.66666667
2,64.45150594
2,73.86416862
2,45
2,73.38435374
2,63.23529412
2,59.45945946
2,30.95238095
2,39.7260274
1,38.88888889
2,48.52941176
2,42.37288136
2,30.35714286
2,33.33333333
1,82.5
2,52.83018868
2,42.59259259
1,37.37373737
3,95.16129032
3,68.87985547
3,33.89830508
1,45.94594595
1,87.69349845
1,68.22344322
2,78.48101266
2,75.96604215
2,63.06288032
2,57.96703297
2,29.50819672
2,40
2,65.27142857
2,70.95467695
1,28.30188679
3,30.64842958
3,27.67759563
3,50.72463768
3,76.19047619
3,87.95180723
3,81.31313131
1,97.8021978
1,89.14431673
1,39.08108108
1,88.78787879
1,39.09980431
2,91.88311688
2,61.66666667
2,92.58967284
2,29.57264957
2,59.18367347
2,94.87179487
1,72.05882353
1,29.79591837
2,84.3373494
2,64.08268734
1,82.93269231
1,57.98611111
1,94.02618658
1,100
1,29.16666667
7,88.17204301
7,91.66666667
7,39.36170213
7,84.5
7,38.55072464
7,81.42857143
7,79.29717341
1,54.45821671
1,69.42401961
1,26.47058824
1,64.36293436
3,28.94736842
3,54.83870968
3,40.42553191
2,40.82808281
2,52.63157895
2,67.1875
2,61.11111111
6,27.5862069
6,31.37254902
6,78.77520905
6,59.74880383
6,63.88888889
6,71.875
1,32.9787234
2,98.05825243
2,77.84577723
6,45.76271186
6,56.94444444
6,48.38709677
6,46.83544304
6,45.20547945
6,38.15789474
4,91.09237537
4,93.5782967
4,89.76975406
4,88.22410148
1,25.35211268
1,59.94318182
1,72.07246251
5,59.3220339
5,58.7628866
5,56.89655172
5,48.93617021
5,28.57142857
1,64.73170732
2,44.55558081
2,51.50590151
1,75.09254788
1,45.88188027
1,63.60089186
1,61.31425543
1,63.44086022
2,94.03301887
2,90.82321188
2,27.86885246
2,28.16901408
1,57.76151528
3,50.21017699
3,64
3,44.62365591
2,31.03448276
2,26.88172043
5,60.46511628
5,70.23311972
5,58.18181818
5,62.74509804
5,67.80777885
1,86.11111111
1,42.42424242
1,34.66993999
1,40.72039072
2,36.73469388
2,26.41509434
2,66.66666667
2,76.59574468
3,26.46096307
3,29.30693069
3,32.60182584
2,89.50786056
2,97.61904762
1,26.25
5,49.36708861
5,49.01960784
5,47.36842105
5,59.3220339
5,35.8490566
4,47.43589744
4,46.83544304
4,57.44680851
4,59.25925926
1,30.66666667
1,87.06896552
2,69.6969697
2,88.88888889
1,26.92307692
3,57.55870841
3,52.63157895
3,55.06531205
1,51.72413793
1,74.69879518
2,76.85185185
2,77.41935484
1,35.54190434
1,50.7788162
1,68.07565789
1,57.69230769
1,46.64179104
2,34.4077961
2,63.12922925
1,100
2,51.31578947
2,40
1,81.81818182
2,26.13636364
2,35
2,87.5
2,93.38624339
1,100
1,86.55172414
1,83.68121442
2,82.22222222
2,66.66666667
3,75
3,87.93436293
3,85.18518519
1,27.27272727
3,46.15384615
3,46.57534247
3,37.83783784
2,71.42857143
2,93.10344828
2,33.78378378
2,28.57142857
1,51.52245345
2,27.02702703
2,27.5
2,90.70934491
2,90.17857143
1,30.46179918
2,78.65168539
2,89.18918919
2,89.55223881
2,74.15983607
1,29.78357953
2,100
2,95.45454545
1,27.77777778
2,33.33333333
2,89.28571429
1,69.51543652
2,87.11162255
2,79.50848044
2,42.55319149
2,27.90697674
2,38.4647476
2,61.4599686
1,45.25641026
1,40.02695418
1,46.80851064
2,65.30217566
2,61.86813187
2,51.31578947
2,45
4,56
4,58.94736842
4,58.2278481
4,54.94505495
1,56.75675676
4,91.78571429
4,87.71013176
4,95.0617284
4,93.82716049
1,61.61616162
4,46.51162791
4,50
4,45.78313253
4,53.44827586
2,63.61323155
2,56.80272109
2,33.87096774
2,36.66666667
1,29.87012987
2,27.14285714
2,28.84615385
1,36.73469388
1,52.43902439
2,33.33333333
2,34.61538462
1,58.67312266
1,46.87782805
1,26
2,93.40659341
2,97.36842105
1,93.10344828
1,100
1,27.65957447
1,45.90163934
1,69.22281935
1,47.36842105
1,31.39534884
2,47.43589744
2,42.1875
2,96.52014652
2,98.36065574
1,37.93103448
1,42.26430298
1,56.16438356
1,68.08510638
1,45.33542977
1,56.65559247
2,85.50576184
2,82.23674655
1,75.69826007
1,89.65714286
1,65.31135531
1,50.59808612
1,37.05705706
1,49.15254237
1,64.43701226
1,43.18181818
2,50.79365079
2,63.45744681
2,68.27586207
2,60.5353466
2,62.51902588
2,75.46414853
1,66.66666667
1,63.46153846
1,36.43092105
2,79.51807229
2,82.04700062
1,37.87878788
1,42.37256719
1,25.71428571
1,69.15966387
3,51.08695652
3,69.89247312
3,75.28089888
1,51.85185185
4,75.80645161
4,83.11688312
4,62.65172736
4,56.96202532
1,78.87323944
1,61.01694915
1,48.71794872
2,60.3094195
2,75
1,33.30128205
1,33.88704319
1,66.40169581
2,76.66666667
2,75.30864198
2,46.58999193
2,91.04477612
1,45.68210263
1,57.89473684
1,40.29850746
1,64.12087912
1,31.11714156
2,92.77108434
2,69.14963744
1,58.81933298
2,50
2,37.66233766
1,65.18273425
1,91.83673469
2,36.11973392
2,39.12087912
2,81.39534884
2,26.66666667
5,94.44444444
5,93.93939394
5,100
5,80.55555556
5,97.22222222
1,78.7012987
1,58.68222375
2,48.28414066
2,59.5959596
1,39.4165536
1,57.00778643
1,37.69379845
1,61.59057437
2,64.13461538
2,72.95918367
1,63.47222222
2,56.01173021
2,61.29032258
1,40.35904255
2,94.63063063
2,93.72807018
1,55.1754386
1,50.70422535
2,61.9047619
2,56.92307692
1,51.51515152
1,56.26134301
3,67.46987952
3,60.97424412
3,58.31870061
2,63.07692308
2,58.09018568
1,47.82608696
1,53.61552028
1,64.46886447
1,48.97186147
2,53.37301587
2,58.82352941
1,59.49367089
1,53.85662432
1,27.38973897
1,39.43661972
2,33.98345154
2,78.98510756
1,40.50632911
3,46.55172414
3,35.9375
3,29.50819672
24,29.78723404
24,35.41666667
24,33.33333333
24,40.38461538
24,30.90909091
24,35.29411765
24,61.9047619
24,61.53846154
24,75
24,55.55555556
24,38.46153846
24,47.91666667
24,41.66666667
24,51.72413793
24,63.15789474
24,30.18867925
24,35.18518519
24,92.06349206
24,64.40677966
24,56.71641791
24,47.36842105
24,57.97101449
24,45.45454545
24,39.70588235
1,44.19191919
1,69.84689766
1,66.31519488
1,35.54006969
1,47.69984917
5,27.11864407
5,27.11864407
5,29.31034483
5,34.48275862
5,30.43478261
1,57.14285714
2,31.94444444
2,43.61702128
1,26.45897323
1,35.71428571
3,74.26206897
3,64.03841858
3,59.52631579
1,76.93877551
1,76.37820513
1,83.83311604
1,30.3030303
3,35.18518519
3,35.71428571
3,30.95238095
1,26.31578947
2,65.85111921
2,80
3,94.11764706
3,98.11320755
3,97.08682407
2,95.0617284
2,29.72972973
5,86.24287105
5,89.74358974
5,85.95184909
5,61.03896104
5,61.07954545
1,67.06970128
3,93.26378539
3,96.62921348
3,90.47619048
4,96.72131148
4,94.80519481
4,95.38461538
4,96.1038961
3,93.07753165
3,85.06493506
3,94.95697074
1,45.45454545
2,63.02325581
2,59.09494232
1,27.72277228
1,81.81818182
1,93.61702128
2,100
2,93.41269841
4,100
4,94.73684211
7,48.61111111
7,58.46153846
7,48.64864865
7,54.6875
7,56.71641791
7,46.57534247
7,43.07692308
4,96.66666667
4,95.83333333
2,95.83333333
2,91.85616076
4,93.52106227
4,93.19458631
4,93.31098805
4,97.6744186
15,93.30827068
15,93.03861789
15,88.31168831
15,92.05882353
15,89.58333333
15,90.89103996
15,100
15,94.75477668
15,97.77777778
15,95.37234043
15,90.44769504
15,100
15,95.51810237
15,93.01587302
15,94.87179487
3,30.50847458
3,38.98305085
3,26.41509434
2,90.52202888
2,95.66676839
2,90.33130494
2,86.70344828
1,93.0952381
5,41.39904024
5,45.75900983
5,37.87878788
5,54.36619718
5,54.7586443
3,37.09677419
3,45.78313253
3,76.78571429
36,66.66666667
36,75
36,74.46808511
36,75
36,58.82352941
36,60.37735849
36,75.80645161
36,73.4375
36,35.9375
36,69.84126984
36,75
36,66.10169492
36,66.66666667
36,65
36,75.71428571
36,79.41176471
36,69.64285714
36,78.78787879
36,64.9122807
36,75.71428571
36,62.29508197
36,72.22222222
36,72.30769231
36,60.34482759
36,55.55555556
36,47.82608696
36,42.85714286
36,64.61538462
36,64.70588235
36,63.23529412
36,64.0625
36,63.01369863
36,54.54545455
36,50.3968254
36,68.09784023
36,46.12403101
6,40.76147816
6,39.18411165
6,41.4673913
6,39.03508772
6,34.12217942
6,36.73239437
1,35.16093835
3,79.74683544
3,86.11111111
3,69.51219512
1,54.09214092
1,87.30319388
2,91.04477612
2,90.625
1,25.36576767
5,88.67924528
5,97.01492537
5,92.43421053
5,91.63059163
5,92.85285285
5,97.36842105
5,93.87755102
5,94.87179487
5,95.23809524
5,97.6744186
4,90.47619048
4,30.76923077
4,96.875
4,61.63636364
2,35.9375
2,42.59259259
1,50
1,55.88235294
2,38.67374005
2,80.64516129
1,31.81818182
1,28.57142857
2,67.67857143
2,62.82234275
1,31.92248062
1,30.46536797
2,82.06751055
2,27.27272727
3,31.81818182
3,27.16049383
3,25.37313433
1,27.27272727
1,52.5
1,78.46153846
2,88.46153846
2,91.4893617
1,98
1,96.96969697
2,94.28571429
2,95.91836735
1,96.22641509
1,93.93939394
12,97.95918367
12,94.69885515
12,97.6744186
12,94.44444444
12,93.44262295
12,92.5
12,95.52238806
12,90.42089985
12,92.85714286
12,92.10526316
12,94.44444444
12,90.90909091
3,85.53113553
3,77.51096744
3,87.13978495
1,26.02589423
1,37.31343284
1,29.48717949
11,60.29411765
11,76.05633803
11,80.24691358
11,92.64705882
11,92.04545455
11,95.29411765
11,54.94505495
11,88.15789474
11,98.95833333
11,45.36082474
11,26.66666667
1,76.08695652
6,66.66666667
6,77.08333333
6,79.72972973
6,90.4109589
6,74.66666667
6,91.02564103
2,83.16831683
2,95.08196721
2,52.94117647
2,50
2,50
2,44.68085106
12,84.93150685
12,91.66666667
12,91.42857143
12,93.33333333
12,61.11111111
12,81.08108108
12,42.85714286
12,41.02564103
12,64.9122807
12,72.15189873
12,93.22033898
12,96.51162791
6,88.37209302
6,97.91666667
6,97.59036145
6,82.35294118
6,65.51724138
6,66.26506024
6,57.14285714
6,26.47058824
6,97.05882353
6,95.45454545
6,86.20689655
6,83.87096774
5,71.66666667
5,72.72727273
5,60
5,65.51724138
5,63.63636364
15,67.85714286
15,80
15,88.88888889
15,81.81818182
15,79.59183673
15,84
15,78.57142857
15,77.77777778
15,64.51612903
15,91.25
15,93.75
15,88.15789474
15,90.78947368
15,85.36585366
15,84.41558442
34,68.62745098
34,79.41176471
34,97.14285714
34,90.16393443
34,91.30434783
34,82.43243243
34,46.66666667
34,90
34,100
34,100
34,88.88888889
34,62.85714286
34,58.20895522
34,97.2972973
34,94.36619718
34,89.47368421
34,94.59459459
34,91.78082192
34,96.77419355
34,90.90909091
34,93.65079365
34,94.11764706
34,91.37931034
34,80.85106383
34,95.3125
34,88.67924528
34,92.75362319
34,58.49056604
34,47.05882353
34,76.54320988
34,61.25
34,69.35483871
34,75.30864198
34,68.57142857
1,57.92573624
3,78.86752137
3,88.88888889
3,84.57512467
1,81.67411621
3,92.04239662
3,95.23809524
3,93.46860695
5,95.51158301
5,93.10344828
5,94.01515152
5,95
5,89.56603774
1,92.24782067
3,90.16244314
3,90.48591858
3,88.55472013
8,95.41666667
8,93.28316611
8,94.10198935
8,89.31972789
8,85.33219113
8,89.93812214
8,84.85394158
8,87.76294128
1,36.50793651
3,76.94736842
3,46.42857143
3,33.76692801
1,84.05797101
2,77.15686275
2,80.48546023
1,37.07865169
1,64.6329938
2,95
2,96.2962963
1,35.78431373
1,38.0952381
1,52.38095238
1,77.43589744
4,42.85714286
4,52.38095238
4,52.85714286
4,60.56338028
1,96.07843137
2,62.43335872
2,81.14035088
4,55.78359974
4,84.73684211
4,80.0308642
4,80.40290089
3,38.19057655
3,91.20193532
3,86.55637255
2,82.06256109
2,82.63265627
4,71.03467103
4,87.84461153
4,88.30645161
4,89.12529551
1,69.21900729
1,65.85365854
2,75.64036885
2,46.77419355
1,64.74397895
4,32.0754717
4,33.33333333
4,50.94339623
4,40.4494382
1,38.75968992
1,46.99186992
1,70.97056252
1,57.74647887
1,78.62003482
1,73.98663064
1,83.67521368
1,68.26508621
1,74.8242349
1,25.71428571
1,54.67171717
1,78.43035343
1,73.6865942
1,28.125
1,93.89207807
1,31.57894737
1,41.93548387
1,27.27272727
1,78.2912234
1,63.36696091
1,97.01492537
1,85.18518519
1,72.30263158
2,39.70588235
2,50.68493151
1,46.72897196
1,34.52380952
1,30.11911514
1,75.19762846
1,30.84848485
1,52.63157895
1,78.04878049
1,64.50980392
1,90.47619048
1,43.73040752
2,79.50617284
2,96.36363636
1,47.69230769
1,29.0513834
26,91.38788815
26,73.43638948
26,88.79107981
26,94.02985075
26,33.33333333
26,94.87179487
26,93.84191176
26,86.04651163
26,93.35426478
26,86.05072464
26,86.20689655
26,85.41666667
26,91.22807018
26,82.96760711
26,95.55555556
26,94.82758621
26,59.40285205
26,80.59701493
26,100
26,93.93939394
26,96.77419355
26,91.22152396
26,67.74193548
26,67.86764706
26,90
26,93.93939394
43,91.07142857
43,93.11688312
43,73.01587302
43,90.76923077
43,95.23809524
43,96.66666667
43,86.8852459
43,34.42622951
43,89.83050847
43,80.39215686
43,93.93939394
43,91.30434783
43,90.90909091
43,88.88888889
43,95.45454545
43,94.11764706
43,95.45454545
43,29.78723404
43,91.91676671
43,81.63265306
43,100
43,96.22641509
43,66.66666667
43,88.46153846
43,92.20973783
43,91.83673469
43,96.66666667
43,93.75
43,98.91304348
43,63.26530612
43,81.69014085
43,61.2244898
43,67.6056338
43,80.39215686
43,87.18266254
43,95.55555556
43,87.20436628
43,83.33333333
43,89.18918919
43,95.74468085
43,94.52054795
43,69.56521739
43,60.36199095
22,72.1615974
22,76.92307692
22,89.0625
22,87.1600253
22,77.77777778
22,75.24752475
22,74.94463777
22,49.15254237
22,59.94363929
22,58.46153846
22,94.02830789
22,93.92574393
22,49.62498087
22,89
22,66.06819943
22,96.09422492
22,93.90243902
22,92.8256445
22,97.64705882
22,83.02620803
22,80.72289157
22,69.87951807
2,58.46851561
2,56.14035088
2,62.3853211
2,71.88135593
9,47.82608696
9,61.11111111
9,40.65934066
9,39.08256881
9,62.5
9,60.86380498
9,51.08695652
9,26.21359223
9,85.1497559
7,62.06349206
7,52.17391304
7,73.68421053
7,64.47486939
7,67.07317073
